"date","local_site","time_period","snow_treatment","location","rep","VWC"
2018-07-30,"Audubon","Mid Season","Control","Topmiddle",3,12.5
2018-07-30,"Audubon","Mid Season","Early","Middle",3,12.5
2018-07-30,"Audubon","Mid Season","Early","Bottom",3,12.5
2018-07-30,"East Knoll","Mid Season","Control","Middle",3,12.5
2018-07-30,"East Knoll","Mid Season","Early","Middle",2,12.5
2018-07-30,"Lefty","Mid Season","Early","Topmiddle",3,12.5
2018-07-30,"Soddie","Mid Season","Early","Top",2,12.5
2018-07-30,"Soddie","Mid Season","Early","Middle",1,12.5
2018-07-30,"Soddie","Mid Season","Early","Bottommiddle",2,12.5
2018-07-30,"Soddie","Mid Season","Early","Bottom",1,12.5
2018-07-09,"Lefty","Mid Season","Control","Middle",2,12.7
2018-07-20,"Lefty","Mid Season","Control","Bottom",2,12.7
2018-07-20,"Trough","Mid Season","Control","Bottom",3,12.7
2018-07-23,"Audubon","Mid Season","Early","Bottommiddle",1,12.7
2018-07-23,"East Knoll","Mid Season","Early","Bottom",2,12.7
2018-07-27,"Audubon","Mid Season","Early","Bottom",2,12.7
2018-07-27,"East Knoll","Mid Season","Control","Bottom",2,12.7
2018-07-27,"Lefty","Mid Season","Early","Middle",1,12.7
2018-07-27,"Soddie","Mid Season","Early","Bottommiddle",1,12.7
2018-07-18,"Audubon","Mid Season","Control","Bottom",3,12.9
2018-08-06,"Trough","Late Season","Control","Bottommiddle",2,12.9
2018-06-27,"Audubon","Early Season","Early","Bottommiddle",1,13
2018-06-27,"Soddie","Early Season","Control","Bottom",3,13
2018-06-27,"Soddie","Early Season","Early","Top",2,13
2018-06-27,"Soddie","Early Season","Early","Middle",2,13
2018-06-29,"East Knoll","Early Season","Control","Middle",3,13
2018-06-29,"East Knoll","Early Season","Control","Bottom",2,13
2018-07-30,"Lefty","Mid Season","Early","Bottommiddle",3,13
2018-07-30,"Soddie","Mid Season","Control","Bottom",2,13
2018-07-30,"Soddie","Mid Season","Early","Topmiddle",2,13
2018-06-27,"Lefty","Early Season","Control","Topmiddle",2,13.1
2018-07-13,"Trough","Mid Season","Control","Top",1,13.1
2018-07-13,"Trough","Mid Season","Early","Top",1,13.1
2018-07-18,"Lefty","Mid Season","Control","Bottommiddle",3,13.1
2018-07-23,"East Knoll","Mid Season","Early","Middle",2,13.1
2018-07-23,"East Knoll","Mid Season","Early","Bottom",1,13.1
2018-07-23,"Soddie","Mid Season","Control","Top",1,13.1
2018-07-27,"East Knoll","Mid Season","Control","Top",1,13.1
2018-07-27,"East Knoll","Mid Season","Control","Bottom",1,13.1
2018-07-27,"East Knoll","Mid Season","Early","Bottommiddle",2,13.1
2018-07-27,"Lefty","Mid Season","Control","Topmiddle",3,13.1
2018-07-27,"Lefty","Mid Season","Early","Bottommiddle",1,13.1
2018-07-27,"Soddie","Mid Season","Control","Bottommiddle",3,13.1
2018-07-27,"Soddie","Mid Season","Early","Bottom",3,13.1
2018-08-09,"Audubon","Late Season","Early","Top",2,13.1
2018-08-09,"Trough","Late Season","Early","Bottommiddle",3,13.1
2018-07-05,"Audubon","Mid Season","Early","Top",1,13.2
2018-07-05,"Lefty","Mid Season","Control","Middle",3,13.2
2018-06-29,"Lefty","Early Season","Early","Bottom",2,13.4
2018-07-09,"Audubon","Mid Season","Control","Bottommiddle",1,13.4
2018-07-09,"Lefty","Mid Season","Early","Topmiddle",3,13.4
2018-07-13,"Trough","Mid Season","Control","Top",2,13.4
2018-07-18,"Lefty","Mid Season","Control","Bottom",1,13.4
2018-07-27,"Audubon","Mid Season","Early","Bottom",1,13.4
2018-07-27,"East Knoll","Mid Season","Control","Middle",1,13.4
2018-07-27,"Soddie","Mid Season","Control","Bottom",2,13.4
2018-07-27,"Trough","Mid Season","Control","Bottom",2,13.4
2018-08-03,"Trough","Late Season","Early","Bottom",2,13.4
2018-08-03,"Trough","Late Season","Early","Bottom",3,13.4
2018-08-13,"Trough","Late Season","Control","Bottommiddle",1,13.4
2018-08-13,"Trough","Late Season","Control","Bottommiddle",2,13.4
2018-06-27,"Soddie","Early Season","Early","Middle",1,13.5
2018-06-29,"East Knoll","Early Season","Control","Bottom",1,13.5
2018-06-29,"Lefty","Early Season","Early","Bottom",1,13.5
2018-06-29,"Soddie","Early Season","Control","Bottom",3,13.5
2018-06-29,"Soddie","Early Season","Early","Bottom",1,13.5
2018-07-05,"Audubon","Mid Season","Control","Bottommiddle",1,13.5
2018-07-30,"Audubon","Mid Season","Control","Bottommiddle",2,13.5
2018-07-30,"Audubon","Mid Season","Early","Top",1,13.5
2018-07-30,"East Knoll","Mid Season","Control","Middle",2,13.5
2018-07-30,"East Knoll","Mid Season","Control","Bottommiddle",1,13.5
2018-07-30,"East Knoll","Mid Season","Early","Middle",3,13.5
2018-07-30,"East Knoll","Mid Season","Early","Bottom",2,13.5
2018-07-30,"East Knoll","Mid Season","Early","Bottom",3,13.5
2018-07-30,"Lefty","Mid Season","Control","Bottommiddle",3,13.5
2018-07-30,"Lefty","Mid Season","Early","Bottommiddle",2,13.5
2018-07-30,"Soddie","Mid Season","Control","Middle",3,13.5
2018-07-30,"Soddie","Mid Season","Control","Bottommiddle",1,13.5
2018-06-27,"East Knoll","Early Season","Control","Top",2,13.6
2018-06-27,"Lefty","Early Season","Early","Middle",1,13.7
2018-08-06,"East Knoll","Late Season","Control","Top",2,13.7
2018-08-06,"East Knoll","Late Season","Control","Top",3,13.7
2018-08-06,"Trough","Late Season","Control","Topmiddle",2,13.7
2018-06-19,"Soddie","Early Season","Control","Top",3,13.8
2018-06-27,"Lefty","Early Season","Early","Bottommiddle",2,13.8
2018-07-18,"Lefty","Mid Season","Control","Bottom",3,13.8
2018-07-23,"East Knoll","Mid Season","Control","Middle",2,13.8
2018-07-23,"East Knoll","Mid Season","Early","Bottommiddle",3,13.8
2018-07-27,"Audubon","Mid Season","Control","Bottommiddle",2,13.8
2018-07-27,"East Knoll","Mid Season","Control","Top",2,13.8
2018-07-27,"East Knoll","Mid Season","Control","Middle",3,13.8
2018-07-27,"Soddie","Mid Season","Control","Bottom",3,13.8
2018-08-13,"Trough","Late Season","Control","Bottommiddle",3,13.8
2018-06-27,"Soddie","Early Season","Early","Top",3,13.9
2018-06-27,"Soddie","Early Season","Early","Middle",3,13.9
2018-06-29,"Audubon","Early Season","Control","Top",3,13.9
2018-06-29,"Audubon","Early Season","Control","Topmiddle",1,13.9
2018-06-29,"Audubon","Early Season","Early","Topmiddle",2,13.9
2018-06-29,"East Knoll","Early Season","Control","Bottom",3,13.9
2018-06-29,"East Knoll","Early Season","Early","Topmiddle",1,13.9
2018-06-29,"East Knoll","Early Season","Early","Topmiddle",2,13.9
2018-06-29,"Soddie","Early Season","Control","Bottommiddle",1,13.9
2018-07-05,"Lefty","Mid Season","Control","Middle",2,13.9
2018-07-30,"East Knoll","Mid Season","Control","Top",1,13.9
2018-07-30,"East Knoll","Mid Season","Early","Bottommiddle",2,13.9
2018-07-30,"East Knoll","Mid Season","Early","Bottom",1,13.9
2018-07-30,"Lefty","Mid Season","Control","Bottommiddle",2,13.9
2018-07-30,"Soddie","Mid Season","Control","Middle",2,13.9
2018-08-06,"Trough","Late Season","Control","Bottommiddle",1,14.1
2018-07-05,"Audubon","Mid Season","Control","Bottommiddle",3,14.2
2018-07-05,"Audubon","Mid Season","Early","Bottom",1,14.2
2018-07-23,"Audubon","Mid Season","Early","Top",3,14.2
2018-07-23,"East Knoll","Mid Season","Control","Top",1,14.2
2018-07-27,"Audubon","Mid Season","Control","Bottommiddle",1,14.2
2018-07-27,"Audubon","Mid Season","Early","Middle",2,14.2
2018-07-27,"East Knoll","Mid Season","Control","Bottom",3,14.2
2018-07-27,"Lefty","Mid Season","Early","Top",1,14.2
2018-07-27,"Lefty","Mid Season","Early","Topmiddle",2,14.2
2018-07-27,"Trough","Mid Season","Control","Top",1,14.2
2018-08-03,"Trough","Late Season","Control","Bottom",1,14.2
2018-06-19,"Soddie","Early Season","Control","Bottommiddle",1,14.3
2018-06-27,"Lefty","Early Season","Control","Middle",1,14.4
2018-06-27,"Soddie","Early Season","Control","Bottom",2,14.4
2018-06-29,"Audubon","Early Season","Early","Topmiddle",3,14.4
2018-06-29,"East Knoll","Early Season","Control","Middle",2,14.4
2018-06-29,"East Knoll","Early Season","Early","Bottommiddle",1,14.4
2018-06-29,"Soddie","Early Season","Control","Bottommiddle",3,14.4
2018-06-29,"Soddie","Early Season","Early","Top",3,14.4
2018-06-29,"Soddie","Early Season","Early","Middle",1,14.4
2018-07-30,"Audubon","Mid Season","Control","Middle",1,14.4
2018-07-30,"Audubon","Mid Season","Early","Top",2,14.4
2018-07-30,"Audubon","Mid Season","Early","Bottommiddle",2,14.4
2018-07-30,"East Knoll","Mid Season","Control","Top",2,14.4
2018-07-30,"East Knoll","Mid Season","Control","Top",3,14.4
2018-07-30,"East Knoll","Mid Season","Control","Bottommiddle",3,14.4
2018-07-30,"East Knoll","Mid Season","Early","Top",2,14.4
2018-07-30,"Lefty","Mid Season","Early","Topmiddle",1,14.4
2018-07-30,"Lefty","Mid Season","Early","Bottommiddle",1,14.4
2018-06-27,"Audubon","Early Season","Early","Topmiddle",2,14.5
2018-07-09,"Trough","Mid Season","Early","Top",2,14.5
2018-07-23,"East Knoll","Mid Season","Control","Topmiddle",2,14.5
2018-07-23,"East Knoll","Mid Season","Early","Bottom",3,14.5
2018-07-27,"Audubon","Mid Season","Control","Bottommiddle",3,14.5
2018-07-27,"East Knoll","Mid Season","Early","Bottommiddle",3,14.5
2018-07-27,"Soddie","Mid Season","Control","Middle",3,14.5
2018-07-27,"Soddie","Mid Season","Early","Bottom",1,14.5
2018-08-03,"Trough","Late Season","Control","Middle",2,14.5
2018-08-06,"Trough","Late Season","Early","Topmiddle",1,14.5
2018-08-06,"Trough","Late Season","Early","Bottom",1,14.5
2018-08-06,"Trough","Late Season","Early","Bottom",3,14.5
2018-06-27,"Audubon","Early Season","Early","Middle",3,14.7
2018-06-27,"Lefty","Early Season","Control","Middle",3,14.7
2018-07-20,"Trough","Mid Season","Early","Topmiddle",1,14.7
2018-08-06,"Trough","Late Season","Control","Bottommiddle",3,14.7
2018-06-27,"Audubon","Early Season","Early","Bottom",3,14.8
2018-06-29,"East Knoll","Early Season","Control","Topmiddle",3,14.9
2018-06-29,"East Knoll","Early Season","Early","Top",1,14.9
2018-06-29,"East Knoll","Early Season","Early","Top",3,14.9
2018-06-29,"Lefty","Early Season","Control","Top",1,14.9
2018-06-29,"Soddie","Early Season","Control","Middle",2,14.9
2018-07-09,"Lefty","Mid Season","Control","Middle",3,14.9
2018-07-23,"Lefty","Mid Season","Control","Middle",1,14.9
2018-07-23,"Soddie","Mid Season","Control","Bottom",2,14.9
2018-07-23,"Soddie","Mid Season","Early","Top",3,14.9
2018-07-27,"Audubon","Mid Season","Early","Top",3,14.9
2018-07-27,"East Knoll","Mid Season","Early","Middle",3,14.9
2018-07-27,"Lefty","Mid Season","Control","Top",1,14.9
2018-07-27,"Soddie","Mid Season","Early","Middle",3,14.9
2018-07-30,"Audubon","Mid Season","Early","Middle",1,14.9
2018-07-30,"Lefty","Mid Season","Control","Middle",2,14.9
2018-07-30,"Lefty","Mid Season","Control","Bottom",2,14.9
2018-07-30,"Soddie","Mid Season","Control","Topmiddle",3,14.9
2018-07-30,"Soddie","Mid Season","Early","Bottommiddle",1,14.9
2018-08-03,"Trough","Late Season","Control","Bottom",3,14.9
2018-08-03,"Trough","Late Season","Early","Bottommiddle",3,14.9
2018-08-13,"Trough","Late Season","Control","Topmiddle",2,14.9
2018-08-06,"Audubon","Late Season","Early","Topmiddle",1,15.1
2018-07-05,"Audubon","Mid Season","Early","Bottom",2,15.2
2018-07-05,"Trough","Mid Season","Early","Top",2,15.2
2018-07-09,"Trough","Mid Season","Control","Top",1,15.2
2018-07-18,"Lefty","Mid Season","Control","Bottommiddle",2,15.2
2018-07-20,"Lefty","Mid Season","Control","Bottom",1,15.2
2018-07-20,"Trough","Mid Season","Control","Middle",2,15.2
2018-07-23,"Audubon","Mid Season","Control","Middle",1,15.2
2018-07-23,"Soddie","Mid Season","Early","Topmiddle",3,15.2
2018-07-27,"Audubon","Mid Season","Early","Top",1,15.2
2018-07-27,"Audubon","Mid Season","Early","Bottommiddle",3,15.2
2018-07-27,"Soddie","Mid Season","Early","Bottom",2,15.2
2018-06-27,"Soddie","Early Season","Control","Bottom",1,15.4
2018-06-29,"Audubon","Early Season","Early","Middle",3,15.4
2018-06-29,"East Knoll","Early Season","Control","Bottommiddle",2,15.4
2018-06-29,"East Knoll","Early Season","Early","Topmiddle",3,15.4
2018-06-29,"East Knoll","Early Season","Early","Bottom",2,15.4
2018-06-29,"Lefty","Early Season","Control","Top",2,15.4
2018-06-29,"Soddie","Early Season","Control","Topmiddle",1,15.4
2018-06-29,"Soddie","Early Season","Early","Topmiddle",1,15.4
2018-06-29,"Soddie","Early Season","Early","Topmiddle",3,15.4
2018-07-30,"Audubon","Mid Season","Control","Middle",2,15.4
2018-07-30,"East Knoll","Mid Season","Early","Topmiddle",1,15.4
2018-07-30,"East Knoll","Mid Season","Early","Middle",1,15.4
2018-07-30,"Lefty","Mid Season","Control","Middle",1,15.4
2018-07-30,"Lefty","Mid Season","Early","Topmiddle",2,15.4
2018-07-30,"Soddie","Mid Season","Control","Topmiddle",2,15.4
2018-07-30,"Soddie","Mid Season","Control","Middle",1,15.4
2018-07-30,"Soddie","Mid Season","Control","Bottom",3,15.4
2018-07-30,"Trough","Mid Season","Control","Top",1,15.5
2018-07-09,"Trough","Mid Season","Early","Top",1,15.6
2018-07-18,"Trough","Mid Season","Control","Bottom",1,15.6
2018-07-23,"Audubon","Mid Season","Control","Top",2,15.6
2018-07-23,"East Knoll","Mid Season","Early","Top",3,15.6
2018-07-23,"Lefty","Mid Season","Control","Topmiddle",1,15.6
2018-07-23,"Soddie","Mid Season","Control","Topmiddle",2,15.6
2018-07-23,"Trough","Mid Season","Control","Top",1,15.6
2018-07-23,"Trough","Mid Season","Control","Bottom",1,15.6
2018-07-23,"Trough","Mid Season","Early","Top",3,15.6
2018-07-27,"Audubon","Mid Season","Control","Topmiddle",2,15.6
2018-07-27,"Audubon","Mid Season","Early","Topmiddle",2,15.6
2018-07-27,"Lefty","Mid Season","Control","Top",3,15.6
2018-07-27,"Lefty","Mid Season","Early","Topmiddle",3,15.6
2018-07-27,"Soddie","Mid Season","Control","Topmiddle",2,15.6
2018-07-27,"Soddie","Mid Season","Early","Topmiddle",1,15.6
2018-07-27,"Trough","Mid Season","Control","Top",3,15.6
2018-08-06,"Trough","Late Season","Early","Bottommiddle",1,15.7
2018-06-27,"Soddie","Early Season","Early","Topmiddle",2,15.9
2018-06-29,"East Knoll","Early Season","Control","Topmiddle",2,15.9
2018-06-29,"East Knoll","Early Season","Early","Middle",1,15.9
2018-06-29,"Soddie","Early Season","Control","Top",2,15.9
2018-06-29,"Soddie","Early Season","Early","Top",1,15.9
2018-07-30,"East Knoll","Mid Season","Early","Topmiddle",2,15.9
2018-07-30,"East Knoll","Mid Season","Early","Bottommiddle",1,15.9
2018-07-30,"East Knoll","Mid Season","Early","Bottommiddle",3,15.9
2018-07-30,"Lefty","Mid Season","Control","Top",2,15.9
2018-06-19,"Soddie","Early Season","Control","Middle",1,16
2018-07-20,"Audubon","Mid Season","Control","Bottom",1,16
2018-07-23,"Audubon","Mid Season","Early","Topmiddle",3,16
2018-07-23,"East Knoll","Mid Season","Early","Topmiddle",3,16
2018-07-23,"East Knoll","Mid Season","Early","Bottommiddle",2,16
2018-07-23,"Lefty","Mid Season","Early","Top",1,16
2018-07-23,"Lefty","Mid Season","Early","Topmiddle",3,16
2018-07-23,"Soddie","Mid Season","Control","Middle",1,16
2018-07-27,"East Knoll","Mid Season","Early","Middle",2,16
2018-07-27,"Lefty","Mid Season","Control","Top",2,16
2018-07-27,"Lefty","Mid Season","Control","Middle",2,16
2018-08-03,"Trough","Late Season","Control","Topmiddle",3,16
2018-08-03,"Trough","Late Season","Early","Bottommiddle",2,16
2018-08-06,"Trough","Late Season","Early","Topmiddle",2,16
2018-08-06,"Trough","Late Season","Early","Bottommiddle",3,16
2018-08-09,"Trough","Late Season","Early","Bottom",1,16
2018-06-27,"Audubon","Early Season","Control","Bottommiddle",2,16.1
2018-06-27,"Audubon","Early Season","Early","Middle",1,16.1
2018-06-27,"Trough","Early Season","Early","Top",3,16.1
2018-06-19,"Soddie","Early Season","Control","Topmiddle",1,16.2
2018-06-19,"Soddie","Early Season","Control","Bottommiddle",3,16.2
2018-07-05,"Lefty","Mid Season","Control","Middle",1,16.2
2018-07-20,"Trough","Mid Season","Control","Topmiddle",1,16.3
2018-07-23,"Soddie","Mid Season","Early","Middle",3,16.3
2018-07-23,"Trough","Mid Season","Early","Top",1,16.3
2018-07-27,"Audubon","Mid Season","Early","Bottommiddle",1,16.3
2018-07-27,"Lefty","Mid Season","Early","Bottom",2,16.3
2018-08-03,"Trough","Late Season","Control","Topmiddle",1,16.3
2018-06-19,"Soddie","Early Season","Early","Topmiddle",3,16.4
2018-06-27,"Soddie","Early Season","Early","Top",1,16.4
2018-06-29,"Audubon","Early Season","Control","Top",2,16.4
2018-06-29,"Audubon","Early Season","Early","Topmiddle",1,16.4
2018-06-29,"Lefty","Early Season","Early","Topmiddle",1,16.4
2018-06-29,"Soddie","Early Season","Control","Topmiddle",2,16.4
2018-07-30,"Audubon","Mid Season","Early","Topmiddle",3,16.4
2018-07-30,"Audubon","Mid Season","Early","Bottommiddle",3,16.4
2018-07-30,"East Knoll","Mid Season","Control","Middle",1,16.4
2018-07-30,"East Knoll","Mid Season","Control","Bottommiddle",2,16.4
2018-07-30,"Lefty","Mid Season","Control","Top",1,16.4
2018-07-30,"Lefty","Mid Season","Early","Bottom",3,16.4
2018-07-30,"Soddie","Mid Season","Early","Bottom",2,16.4
2018-07-30,"Trough","Mid Season","Control","Top",2,16.4
2018-06-27,"Audubon","Early Season","Early","Bottom",1,16.6
2018-07-30,"Soddie","Mid Season","Early","Top",1,16.6
2018-06-27,"Audubon","Early Season","Control","Bottommiddle",1,16.7
2018-07-23,"Audubon","Mid Season","Control","Top",3,16.7
2018-07-23,"Audubon","Mid Season","Early","Top",1,16.7
2018-07-23,"Audubon","Mid Season","Early","Top",2,16.7
2018-07-23,"Soddie","Mid Season","Early","Bottom",3,16.7
2018-07-27,"Audubon","Mid Season","Early","Topmiddle",1,16.7
2018-07-27,"Soddie","Mid Season","Control","Middle",1,16.7
2018-06-19,"Soddie","Early Season","Control","Middle",2,16.9
2018-06-27,"Trough","Early Season","Early","Top",1,16.9
2018-06-29,"Audubon","Early Season","Control","Topmiddle",2,16.9
2018-06-29,"East Knoll","Early Season","Control","Top",3,16.9
2018-06-29,"East Knoll","Early Season","Control","Bottommiddle",3,16.9
2018-06-29,"Lefty","Early Season","Control","Top",3,16.9
2018-06-29,"Lefty","Early Season","Early","Top",2,16.9
2018-06-29,"Lefty","Early Season","Early","Top",3,16.9
2018-06-29,"Lefty","Early Season","Early","Bottommiddle",3,16.9
2018-07-30,"East Knoll","Mid Season","Control","Topmiddle",2,16.9
2018-07-30,"Lefty","Mid Season","Early","Top",3,16.9
2018-07-30,"Trough","Mid Season","Control","Bottom",2,16.9
2018-07-30,"Trough","Mid Season","Early","Top",1,16.9
2018-07-13,"Lefty","Mid Season","Control","Bottom",2,17
2018-07-23,"Lefty","Mid Season","Early","Topmiddle",2,17
2018-07-27,"East Knoll","Mid Season","Control","Bottommiddle",1,17
2018-07-27,"East Knoll","Mid Season","Early","Topmiddle",3,17
2018-06-19,"Soddie","Early Season","Control","Bottom",3,17.1
2018-06-27,"Audubon","Early Season","Control","Topmiddle",1,17.3
2018-06-27,"Audubon","Early Season","Control","Middle",3,17.3
2018-06-27,"Soddie","Early Season","Early","Bottommiddle",1,17.4
2018-06-27,"Soddie","Early Season","Early","Bottommiddle",3,17.4
2018-06-27,"Soddie","Early Season","Early","Bottom",1,17.4
2018-06-29,"East Knoll","Early Season","Early","Bottom",1,17.4
2018-06-29,"Lefty","Early Season","Early","Top",1,17.4
2018-06-29,"Soddie","Early Season","Control","Top",1,17.4
2018-06-29,"Soddie","Early Season","Early","Bottommiddle",3,17.4
2018-06-29,"Soddie","Early Season","Early","Bottom",3,17.4
2018-07-13,"Lefty","Mid Season","Control","Bottommiddle",1,17.4
2018-07-18,"Lefty","Mid Season","Control","Bottommiddle",1,17.4
2018-07-18,"Trough","Mid Season","Early","Bottommiddle",2,17.4
2018-07-23,"East Knoll","Mid Season","Early","Middle",3,17.4
2018-07-23,"Lefty","Mid Season","Control","Top",1,17.4
2018-07-27,"Lefty","Mid Season","Early","Bottom",1,17.4
2018-07-30,"East Knoll","Mid Season","Early","Topmiddle",3,17.4
2018-07-30,"Lefty","Mid Season","Control","Top",3,17.4
2018-07-30,"Lefty","Mid Season","Early","Top",1,17.4
2018-07-30,"Soddie","Mid Season","Early","Topmiddle",3,17.4
2018-07-30,"Soddie","Mid Season","Early","Middle",2,17.4
2018-07-30,"Soddie","Mid Season","Early","Bottom",3,17.4
2018-08-09,"Trough","Late Season","Early","Middle",1,17.4
2018-06-19,"East Knoll","Early Season","Early","Topmiddle",3,17.6
2018-06-19,"East Knoll","Early Season","Early","Middle",2,17.9
2018-06-19,"Soddie","Early Season","Early","Top",3,17.9
2018-06-27,"Soddie","Early Season","Early","Bottom",2,17.9
2018-06-29,"Audubon","Early Season","Control","Topmiddle",3,17.9
2018-06-29,"Audubon","Early Season","Control","Bottommiddle",3,17.9
2018-06-29,"East Knoll","Early Season","Control","Topmiddle",1,17.9
2018-06-29,"East Knoll","Early Season","Early","Middle",2,17.9
2018-07-30,"East Knoll","Mid Season","Control","Topmiddle",3,17.9
2018-07-30,"East Knoll","Mid Season","Early","Top",3,17.9
2018-07-30,"Lefty","Mid Season","Early","Top",2,17.9
2018-07-30,"Soddie","Mid Season","Control","Top",2,17.9
2018-07-30,"Soddie","Mid Season","Control","Topmiddle",1,17.9
2018-07-30,"Soddie","Mid Season","Early","Middle",3,17.9
2018-06-19,"Soddie","Early Season","Control","Bottom",2,18.1
2018-07-13,"Lefty","Mid Season","Control","Bottom",3,18.1
2018-07-23,"East Knoll","Mid Season","Control","Top",3,18.1
2018-07-23,"East Knoll","Mid Season","Control","Middle",3,18.1
2018-07-23,"Soddie","Mid Season","Control","Bottom",1,18.1
2018-07-27,"Audubon","Mid Season","Early","Topmiddle",3,18.1
2018-07-27,"East Knoll","Mid Season","Control","Top",3,18.1
2018-07-27,"East Knoll","Mid Season","Control","Middle",2,18.1
2018-07-27,"East Knoll","Mid Season","Control","Bottommiddle",3,18.1
2018-07-27,"Lefty","Mid Season","Control","Topmiddle",2,18.1
2018-07-27,"Lefty","Mid Season","Control","Bottommiddle",3,18.1
2018-07-27,"Lefty","Mid Season","Control","Bottom",2,18.1
2018-07-27,"Lefty","Mid Season","Early","Top",3,18.1
2018-07-27,"Soddie","Mid Season","Control","Topmiddle",3,18.1
2018-07-27,"Trough","Mid Season","Early","Top",2,18.1
2018-08-03,"Trough","Late Season","Control","Middle",1,18.1
2018-08-03,"Trough","Late Season","Control","Bottommiddle",1,18.1
2018-08-06,"Trough","Late Season","Early","Topmiddle",3,18.1
2018-07-05,"Trough","Mid Season","Early","Top",1,18.2
2018-07-30,"Trough","Mid Season","Early","Top",2,18.2
2018-06-27,"Lefty","Early Season","Early","Middle",3,18.4
2018-06-27,"Soddie","Early Season","Early","Bottom",3,18.4
2018-06-29,"East Knoll","Early Season","Early","Bottom",3,18.4
2018-07-30,"Audubon","Mid Season","Early","Topmiddle",2,18.4
2018-06-27,"Lefty","Early Season","Early","Middle",2,18.5
2018-07-05,"Audubon","Mid Season","Control","Middle",3,18.5
2018-07-09,"Lefty","Mid Season","Control","Bottommiddle",1,18.5
2018-07-09,"Lefty","Mid Season","Control","Bottommiddle",2,18.5
2018-07-20,"Trough","Mid Season","Control","Topmiddle",2,18.5
2018-07-23,"Lefty","Mid Season","Early","Top",3,18.5
2018-07-23,"Soddie","Mid Season","Control","Middle",2,18.5
2018-07-23,"Trough","Mid Season","Control","Top",2,18.5
2018-07-27,"East Knoll","Mid Season","Early","Topmiddle",2,18.5
2018-07-27,"Soddie","Mid Season","Control","Top",1,18.5
2018-07-27,"Soddie","Mid Season","Control","Bottommiddle",2,18.5
2018-08-03,"Trough","Late Season","Early","Bottommiddle",1,18.5
2018-08-13,"Trough","Late Season","Early","Middle",1,18.5
2018-07-20,"Trough","Mid Season","Early","Topmiddle",2,18.6
2018-06-19,"Soddie","Early Season","Early","Middle",1,18.9
2018-06-27,"Soddie","Early Season","Early","Topmiddle",1,18.9
2018-06-29,"East Knoll","Early Season","Early","Bottommiddle",2,18.9
2018-07-20,"Audubon","Mid Season","Control","Bottom",2,18.9
2018-07-23,"Lefty","Mid Season","Control","Topmiddle",3,18.9
2018-07-27,"Audubon","Mid Season","Control","Bottom",2,18.9
2018-07-27,"Lefty","Mid Season","Control","Topmiddle",1,18.9
2018-07-27,"Soddie","Mid Season","Early","Bottommiddle",2,18.9
2018-07-30,"Audubon","Mid Season","Control","Middle",3,18.9
2018-07-30,"Lefty","Mid Season","Early","Bottom",2,18.9
2018-07-30,"Soddie","Mid Season","Early","Topmiddle",1,18.9
2018-06-27,"Audubon","Early Season","Early","Top",3,19
2018-06-19,"East Knoll","Early Season","Control","Bottommiddle",2,19.1
2018-06-19,"East Knoll","Early Season","Early","Topmiddle",2,19.1
2018-06-19,"Soddie","Early Season","Control","Bottommiddle",2,19.2
2018-07-23,"Audubon","Mid Season","Early","Middle",1,19.2
2018-07-23,"East Knoll","Mid Season","Control","Bottommiddle",1,19.2
2018-07-23,"Lefty","Mid Season","Control","Bottom",1,19.2
2018-07-23,"Soddie","Mid Season","Control","Middle",3,19.2
2018-07-23,"Soddie","Mid Season","Early","Middle",1,19.2
2018-07-23,"Trough","Mid Season","Early","Top",2,19.2
2018-07-27,"Audubon","Mid Season","Early","Middle",1,19.2
2018-07-27,"Lefty","Mid Season","Early","Top",2,19.2
2018-07-30,"Lefty","Mid Season","Control","Topmiddle",1,19.3
2018-07-30,"Trough","Mid Season","Early","Bottom",2,19.3
2018-06-19,"Soddie","Early Season","Control","Middle",3,19.5
2018-06-27,"Audubon","Early Season","Early","Top",2,19.5
2018-07-23,"Lefty","Mid Season","Control","Bottommiddle",3,19.6
2018-07-23,"Lefty","Mid Season","Control","Bottom",2,19.6
2018-07-27,"Audubon","Mid Season","Early","Bottommiddle",2,19.6
2018-07-27,"Lefty","Mid Season","Control","Middle",3,19.6
2018-07-27,"Lefty","Mid Season","Control","Bottommiddle",1,19.6
2018-07-27,"Trough","Mid Season","Early","Top",1,19.6
2018-08-03,"Trough","Late Season","Control","Bottommiddle",2,19.6
2018-08-09,"Trough","Late Season","Control","Middle",2,19.6
2018-06-27,"Soddie","Early Season","Control","Top",2,19.8
2018-06-27,"Soddie","Early Season","Control","Bottommiddle",2,19.8
2018-06-27,"Trough","Early Season","Early","Top",2,19.8
2018-06-29,"Audubon","Early Season","Early","Middle",1,19.8
2018-06-29,"East Knoll","Early Season","Early","Bottommiddle",3,19.8
2018-06-29,"Lefty","Early Season","Control","Topmiddle",1,19.8
2018-06-29,"Soddie","Early Season","Early","Topmiddle",2,19.8
2018-07-30,"Audubon","Mid Season","Early","Top",3,19.8
2018-07-30,"East Knoll","Mid Season","Control","Topmiddle",1,19.8
2018-07-30,"East Knoll","Mid Season","Early","Top",1,19.8
2018-06-19,"East Knoll","Early Season","Control","Bottom",2,19.9
2018-06-19,"Lefty","Early Season","Early","Topmiddle",3,19.9
2018-07-20,"Lefty","Mid Season","Control","Bottommiddle",1,19.9
